EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
3632,Ryan,Oconnell,24-Sep-22,24-Oct-22,Production Technician I,Bridget Jones,ryan.oconnell@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Realize work series fact weight contain.,Production       ,Field Operations,03-10-1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3,medium
1182,Gunnar,Webster,29-Dec-20,24-Oct-22,Production Technician I,Alex Cox,gunnar.webster@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Voluntary,Here best worry rich might about yourself.,Production       ,Splicing,09-12-1973,MA,Splicer,Female,60901,Black,Divorced,Fully Meets,3,medium
3631,Shaniya,Becker,08-Aug-22,25-Oct-22,Production Technician I,Kristin Salinas,shaniya.becker@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Retirement,Experience room top and including compare.,Production       ,Wireline Construction,28-04-1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3,medium
1630,Nola,Moss,25-Apr-21,25-Oct-22,BI Developer,David Wu,nola.moss@bilearner.com,BPC,Terminated for Cause,Contract,Zone C,Temporary,Involuntary,Avoid no beat from interesting.,IT/IS,General - Con,05-02-1944,MA,Foreman,Female,13058,Other,Single,Fully Meets,3,medium
1288,Dakota,Salinas,11-Jan-22,26-Oct-22,Production Technician I,Justin Johnson,dakota.salinas@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Skill shoulder bag suffer.,Production       ,Aerial,29-05-1998,MA,Lineman,Female,69514,Hispanic,Single,Fully Meets,3,medium
1638,Nikhil,Pineda,22-Jan-20,26-Oct-22,Sales Manager,Miss Andrea Robertson,nikhil.pineda@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Suggest point then however matter close her.,Sales,Finance & Accounting,20-07-1994,MA,Accounting,Male,82541,Asian,Divorced,Fully Meets,3,medium
1317,Bonalyn,Boutwell,09-May-21,27-Oct-22,Sr. Accountant,Leslie Allen,bonalyn.boutwell@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Involuntary,Everything discover represent full.,Admin Offices,Aerial,23-11-1950,MA,Lineman,Female,2468,Black,Widowed,Fully Meets,3,medium
3306,Justice,Guerra,24-Sep-22,27-Oct-22,Production Technician I,Angela Terry,justice.guerra@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Reason common from ready.,Production       ,Field Operations,31-03-1992,MA,Laborer,Male,78658,White,Married,PIP,4,high
3627,Ruth,Harrell,21-Aug-19,28-Oct-22,Production Technician II,Jesse Wilson,ruth.harrell@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Sport enter think order determine.,Production       ,Field Operations,23-02-1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3,medium
1358,Jairo,Blanchard,08-Nov-18,28-Oct-22,Accountant I,Isabella Hawkins,jairo.blanchard@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Involve study commercial billion and.,Admin Offices,Field Operations,29-03-1996,MA,Laborer,Male,1706,Black,Married,Fully Meets,3,medium
1645,Jaidyn,Malone,18-Feb-21,28-Oct-22,Area Sales Manager,Jennifer Briggs,jaidyn.malone@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Resignation,Be choice ever concern.,IT/IS,Fielders,19-12-1975,MA,Engineer,Male,42258,Hispanic,Widowed,Fully Meets,3,medium
3889,Myla,Mullen,05-Sep-22,30-Oct-22,Network Engineer,Lisa Chase,myla.mullen@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,Executive Office,General - Con,15-10-1982,MA,Foreman,Male,26421,Black,Single,Fully Meets,3,medium
2437,Alison,Evans,04-Jun-20,30-Oct-22,Production Manager,Christopher Mccann,alison.evans@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Nation you bad daughter only huge them.,Production       ,Shop (Fleet),30-05-1977,MA,Mechanic,Female,83290,Other,Single,Fully Meets,2,low
1954,Lenora,Tejeda,18-Feb-19,31-Oct-22,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,Production       ,Finance & Accounting,22-07-1968,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3,medium
2143,Adelaide,Meyer,01-Jul-20,31-Oct-22,Production Technician II,Jessica Morales,adelaide.meyer@bilearner.com,SVG,Future Start,Contract,Zone A,Temporary,Involuntary,Gas group whose within step clear choose.,Production       ,Yard (Material Handling),25-01-1994,MA,Coordinator,Female,46121,Asian,Divorced,Exceeds,1,very low
2210,Julia,Soto,31-May-21,31-Oct-22,IT Support,Kimberly Frazier,julia.soto@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Resignation,Quite able race more friend voice choice.,IT/IS,Wireline Construction,12-02-1965,MA,Vp,Female,2360,Black,Single,Exceeds,4,high
1776,Yamilet,Pierce,03-Aug-21,01-Nov-22,Production Technician I,Lucas Rodriguez,yamilet.pierce@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Retirement,Only alone imagine. Loss minute girl.,Production       ,Project Management - Con,11-03-1955,MA,Engineer,Male,49243,Asian,Divorced,Fully Meets,3,medium
2892,Laila,Wiggins,10-Apr-21,01-Nov-22,Production Technician I,Gregory Lee,laila.wiggins@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Resignation,Sure truth clear father experience can.,Production       ,Catv,06-12-1960,MA,Lineman,Male,26250,Hispanic,Divorced,Fully Meets,2,low
2959,Marquis,Cardenas,26-Oct-22,01-Nov-22,Production Technician I,Mr. Justin Moore,marquis.cardenas@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,Account between environmental section group.,Production       ,Aerial,30-08-1942,MA,Lineman,Male,1015,Hispanic,Widowed,Fully Meets,2,low
3833,Elise,Vazquez,26-Jan-22,02-Nov-22,Network Engineer,Melissa Baker,elise.vazquez@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Retirement,Partner discover size agency alone.,Executive Office,Field Operations,12-05-1953,MA,Top Hand,Male,21738,Asian,Single,PIP,3,medium
1994,Brenna,Decker,01-Jul-22,03-Nov-22,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,Production       ,General - Con,29-12-1988,MA,Lineman,Female,43526,Other,Single,Fully Meets,3,medium
3853,Rey,Monroe,14-Aug-21,05-Nov-22,Enterprise Architect,James Horn,rey.monroe@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Rule yes maintain treatment.,IT/IS,General - Con,18-07-1983,MA,Operator,Female,56198,Asian,Single,Fully Meets,3,medium
1544,Skye,Cochran,09-Aug-20,06-Nov-22,Production Technician I,Jenna Martin,skye.cochran@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Night office challenge several many.,Production       ,General - Eng,18-05-1994,MA,Technician,Female,53393,Other,Married,Fully Meets,3,medium
3302,Maya,Mccoy,07-Jun-19,06-Nov-22,Production Technician II,Shawn Johnson,maya.mccoy@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Year ever end drive.,Production       ,General - Con,25-07-1943,MA,Lineman,Female,77353,Hispanic,Married,Fully Meets,4,high
2339,India,Kemp,25-Jul-22,08-Nov-22,Production Manager,Brett Aguilar,india.kemp@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Pretty he matter south treat benefit.,Production       ,General - Sga,06-08-1972,MA,Administrator,Female,19049,Black,Married,Fully Meets,1,very low
2939,Jason,Moyer,26-Jul-22,08-Nov-22,Production Technician I,Timothy Kidd,jason.moyer@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Resignation,Themselves huge Republican well feel land.,Production       ,General - Eng,23-07-1980,MA,Administrative,Female,40426,Hispanic,Single,Needs Improvement,2,low
3186,Kaila,Flowers,29-Aug-21,08-Nov-22,Production Technician I,Mary Weber,kaila.flowers@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Believe kitchen whose true.,Production       ,Aerial,03-05-1967,MA,Supervisor,Female,76162,Black,Divorced,Fully Meets,2,low
1797,Clara,Wheeler,13-Oct-20,09-Nov-22,Production Technician I,Jennifer Harrington,clara.wheeler@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Voluntary,Us do by over. Source today then between.,Production       ,General - Con,18-09-1987,MA,Laborer,Female,63255,Hispanic,Widowed,Fully Meets,3,medium
1942,Jett,Kent,30-Jul-19,09-Nov-22,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Sense station management factor.,Sales,Wireline Construction,11-02-1964,MA,Laborer,Female,37830,Other,Widowed,Fully Meets,3,medium
3685,Kylie,Jimenez,16-Aug-22,10-Nov-22,Production Technician I,Jordan Harrison,kylie.jimenez@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Retirement,Factor doctor edge police.,Production       ,Project Management - Con,22-06-1986,MA,Coordinator,Male,10600,Asian,Widowed,Fully Meets,3,medium
1721,Elliott,Odonnell,22-Sep-19,10-Nov-22,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Retirement,Story get campaign affect at rule start.,IT/IS,Finance & Accounting,25-11-1998,MA,Assistant,Male,46552,White,Divorced,Fully Meets,3,medium
2494,Owen,Burch,04-Apr-20,10-Nov-22,IT Manager - DB,Dawn Foley,owen.burch@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Retirement,Away manage guess gun old.,IT/IS,Field Operations,04-08-1978,MA,Laborer,Male,67346,Asian,Married,Fully Meets,4,high
3451,Carlee,French,18-Feb-21,11-Nov-22,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,General - Con,15-01-1968,CO,Technician,Male,71071,Other,Divorced,Exceeds,3,medium
1124,Pierce,Robbins,24-Dec-19,11-Nov-22,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Strategy fear tough wife here now.,Production       ,Engineers,17-06-1986,MA,Technician,Female,80817,Other,Married,Fully Meets,3,medium
1373,Morgan,Hammond,12-Jan-22,11-Nov-22,Accountant I,Tina Shaw,morgan.hammond@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Resignation,Account Republican reduce right.,Admin Offices,Field Operations,20-04-1986,MA,Laborer,Male,20630,Other,Divorced,Exceeds,3,medium
3107,Elijah,Barr,21-Jun-21,11-Nov-22,Production Technician I,Heather Adams,elijah.barr@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Voluntary,Figure enjoy sell work discuss former.,Production       ,Wireline Construction,26-12-1971,MA,Operator,Female,5797,Black,Widowed,Fully Meets,4,high
3404,Willie,Howe,25-Apr-19,11-Nov-22,Production Technician I,Ivan Bryant,willie.howe@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Few success street.,Production       ,Field Operations,20-01-1985,MA,Driller,Female,58775,Other,Divorced,Fully Meets,2,low
1426,Milagros,Cobb,08-Mar-22,12-Nov-22,Production Technician I,Sarah Stevenson,milagros.cobb@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Hold season meeting voice.,Production       ,General - Con,19-07-2000,MA,Technician,Female,11397,Hispanic,Widowed,Exceeds,3,medium
1823,Abbigail,Blanchard,09-May-21,12-Nov-22,Production Technician I,Karen Pugh,abbigail.blanchard@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Voluntary,Term few fear whom without.,Production       ,Finance & Accounting,25-11-1960,MA,Assistant,Male,68971,Black,Widowed,Fully Meets,3,medium
1999,Kayla,Gibbs,17-Oct-21,12-Nov-22,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,22-06-1943,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3,medium
3837,Mia,Cowan,02-Oct-22,13-Nov-22,IT Support,Thomas Weaver,mia.cowan@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Often my different just.,IT/IS,Finance & Accounting,27-08-1956,MA,Administrative,Male,72879,Other,Single,PIP,3,medium
1634,Kole,Levine,17-Oct-21,13-Nov-22,Area Sales Manager,Bethany Jackson,kole.levine@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Partner decide help quite whether market.,IT/IS,Finance & Accounting,22-07-1974,MA,Administration,Male,62674,Black,Divorced,Fully Meets,3,medium
2052,Blaine,Contreras,10-Jun-20,13-Nov-22,Production Technician I,Dr. Donald Henry,blaine.contreras@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Involuntary,Mean car law read friend growth.,Production       ,Field Operations,12-05-1956,MA,Laborer,Female,61020,Hispanic,Married,Fully Meets,3,medium
3925,Anna,Jordan,03-May-20,14-Nov-22,Sr. Network Engineer,Bill Barnes,anna.jordan@bilearner.com,PL,Leave of Absence,Contract,Zone C,Part-Time,Resignation,Environment Democrat personal design now.,IT/IS,General - Sga,15-10-1960,MA,Vp,Male,64495,Hispanic,Widowed,Fully Meets,3,medium
2122,Tia,Kent,11-Jun-21,14-Nov-22,Production Technician I,William Thomas,tia.kent@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Resignation,Company event positive along avoid.,Production       ,General - Con,21-10-1975,MA,Locator,Female,65636,Asian,Married,Needs Improvement,5,very high
2858,Colin,Simpson,02-Sep-21,14-Nov-22,Production Technician I,Kayla Chavez,colin.simpson@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Retirement,According foot decade argue poor hair.,Production       ,Engineers,14-01-1974,MA,Engineer,Male,22983,Other,Married,Fully Meets,5,very high
3403,Dillon,Larson,19-Feb-21,15-Nov-22,Production Technician I,Erin Allen,dillon.larson@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Retirement,According crime none method effort.,Production       ,Field Operations,03-09-1975,MA,Laborer,Female,66066,Asian,Married,Exceeds,3,medium
2005,Laci,Baird,21-Dec-18,16-Nov-22,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,Production       ,Splicing,09-03-1947,MA,Laborer,Female,53844,Asian,Widowed,Fully Meets,3,medium
1709,Anaya,Stanton,25-May-22,17-Nov-22,Area Sales Manager,Whitney Roberts,anaya.stanton@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Plant opportunity thank style.,IT/IS,General - Sga,22-03-1962,OR,Manager,Male,55354,Black,Married,Fully Meets,3,medium
1943,Zander,Aguilar,08-May-22,17-Nov-22,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Table try place week.,Sales,Shop (Fleet),23-03-1956,PA,Mechanic,Female,34057,White,Widowed,Fully Meets,3,medium
1282,Rohan,Matthews,10-Apr-21,19-Nov-22,Production Technician I,Eileen Rodriguez,rohan.matthews@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,All guy thus card fill walk.,Production       ,Catv,28-12-1980,MA,Administrative,Female,30179,Black,Widowed,Fully Meets,3,medium
3988,Kenzie,Mullins,21-Jul-22,21-Nov-22,Sr. DBA,Anthony Williams,kenzie.mullins@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Temporary,Voluntary,Successful center consider.,IT/IS,Shop (Fleet),17-06-1981,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3,medium
1919,Emilie,Donaldson,01-May-22,21-Nov-22,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Man mean daughter best quite guess.,Production       ,Shop (Fleet),15-08-1990,MA,Shop,Female,7972,Other,Widowed,Fully Meets,3,medium
2777,Hector,Escobar,29-Apr-20,22-Nov-22,Production Technician I,Frank Wilkinson,hector.escobar@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Vote growth sound wide art.,Production       ,General - Con,31-07-1944,MA,Laborer,Male,37852,Hispanic,Single,Fully Meets,5,very high
3080,Zavier,Reese,12-Sep-20,22-Nov-22,Production Technician I,Brittany Ray,zavier.reese@bilearner.com,MSC,Leave of Absence,Contract,Zone B,Part-Time,Voluntary,Design laugh top music policy.,Production       ,General - Con,19-06-1999,MA,Lineman,Female,82524,Hispanic,Widowed,Fully Meets,2,low
1393,Rose,Ivey,22-Nov-21,23-Nov-22,Production Technician I,Abigail Johnson,rose.ivey@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,On beyond process before event.,Production       ,General - Con,20-03-1947,MA,Flagger,Female,1775,Other,Single,Exceeds,3,medium
2360,Brenna,York,16-Nov-21,23-Nov-22,Production Manager,Deborah Wood,brenna.york@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Decide rich traditional house task road.,Production       ,Fielders,06-10-1990,MA,Engineer,Female,26846,Asian,Widowed,Fully Meets,1,very low
2993,Harley,Nunez,18-Mar-19,23-Nov-22,Production Technician I,Pamela Suarez,harley.nunez@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Risk test morning lawyer.,Production       ,General - Con,07-01-1946,MA,Technician,Male,81311,White,Widowed,Fully Meets,4,high
2695,Isis,Ortega,26-Aug-21,25-Nov-22,Area Sales Manager,Emily Jones,isis.ortega@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Retirement,Offer performance arrive travel.,Sales,Underground,24-10-1960,ID,Laborer,Male,70237,Other,Married,Fully Meets,2,low
3775,Karma,Koch,13-Jul-21,26-Nov-22,Production Technician I,Amy Ross,karma.koch@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Resignation,Agency picture enjoy pattern since and piece.,Production       ,Field Operations,15-10-1980,MA,Laborer,Male,36153,Other,Widowed,Fully Meets,3,medium
1118,Harrison,Hunt,04-Oct-19,26-Nov-22,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Retirement,Power picture early anyone.,Production       ,Engineers,29-02-1976,MA,Project Manager,Male,44761,Asian,Divorced,Fully Meets,3,medium
1349,Kaylynn,Mcguire,02-Aug-21,26-Nov-22,Accountant I,Jeremy Pope,kaylynn.mcguire@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Behind bar item management.,Admin Offices,Safety,27-11-1949,MA,Manager,Female,33234,White,Divorced,Fully Meets,3,medium
3071,Erick,Wood,04-Nov-22,26-Nov-22,Production Technician II,Holly Miller,erick.wood@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Former think again effort.,Production       ,General - Con,26-01-1956,MA,Lineman,Female,34566,Black,Married,Fully Meets,2,low
3271,Taryn,Snow,02-Jul-19,26-Nov-22,Production Technician I,Kenneth Bender,taryn.snow@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Talk it thousand score least try sound.,Production       ,Engineers,29-04-1970,MA,Engineer,Male,72709,Asian,Divorced,Fully Meets,3,medium
